game_pk,pitcher_id,game_date,pitcher_name,strikeouts,swinging_strikes,total_pitches,avg_velocity,avg_spin_rate,swstr_pct,rolling_k,rolling_swstr,rolling_velocity,rolling_pitches
822909,543135,2026-04-24,"Eovaldi, Nathan",3,9,86,87.98837209302326,1934.546511627907,0.10465116279069768,5.8,0.14790736004233457,87.97754642838768,88.0
822907,543135,2026-04-29,"Eovaldi, Nathan",7,19,102,87.89117647058823,1932.1274509803923,0.18627450980392157,5.0,0.13633759260047412,87.70522084699232,89.2
823550,543135,2026-05-06,"Eovaldi, Nathan",8,16,101,86.37920792079207,1900.2970297029703,0.15841584158415842,5.4,0.1508652218339857,87.86050159565545,92.0
824192,543135,2026-05-17,"Eovaldi, Nathan",7,17,94,87.49361702127659,1855.1489361702127,0.18085106382978725,5.6,0.13738709982823674,87.65763350239449,93.6
824030,543135,2026-05-23,"Eovaldi, Nathan",6,17,97,87.14742268041236,1821.0721649484535,0.17525773195876287,5.6,0.1449858840227656,87.52373785903076,95.6
822896,543135,2026-05-28,"Eovaldi, Nathan",6,11,90,87.24666666666667,1958.1555555555556,0.12222222222222222,6.2,0.16109006199346557,87.3799592372185,96.0
823052,543135,2026-06-02,"Eovaldi, Nathan",7,13,93,87.08602150537635,1924.4516129032259,0.13978494623655913,6.8,0.16460427387977047,87.23161815194719,96.8
824105,543135,2026-06-09,"Eovaldi, Nathan",2,6,88,87.35227272727273,1943.840909090909,0.06818181818181818,6.8,0.15530636116629798,87.0705871589048,95.0
824751,543135,2026-06-14,"Eovaldi, Nathan",6,11,94,88.01170212765958,1932.8617021276596,0.11702127659574468,5.6,0.13725955648582994,87.26520012020094,92.4
822883,543135,2026-06-21,"Eovaldi, Nathan",9,16,94,86.71702127659574,1844.2553191489362,0.1702127659574468,5.4,0.12449359903902142,87.36881714147754,92.4
822796,543135,2026-06-26,"Eovaldi, Nathan",9,14,92,87.58260869565218,1919.858695652174,0.15217391304347827,6.0,0.1234846058387582,87.28273686071421,91.8
822884,543135,2026-07-02,"Eovaldi, Nathan",9,18,85,87.20705882352942,1918.5176470588235,0.21176470588235294,6.6,0.1294749440030094,87.34992526651132,92.2
822877,543135,2026-07-09,"Eovaldi, Nathan",10,22,99,86.38888888888889,1822.989898989899,0.2222222222222222,7.0,0.14387089593216817,87.37413273014194,90.6
824897,543135,2026-07-19,"Eovaldi, Nathan",2,11,81,86.15185185185186,1787.148148148148,0.13580246913580246,8.6,0.174678976740249,87.18145596246517,92.8
822869,543135,2026-07-25,"Eovaldi, Nathan",8,11,91,87.37802197802198,1801.967032967033,0.12087912087912088,7.8,0.17843521524826053,86.80948590730362,90.2
824282,543243,2026-05-06,"Gray, Sonny",2,4,70,87.03142857142856,2598.8142857142857,0.05714285714285714,2.6,0.07335403534791744,87.5648177604746,78.0
824763,543243,2026-05-13,"Gray, Sonny",6,9,78,86.3025641025641,2595.7051282051284,0.11538461538461539,2.0,0.07228260677648887,87.31260347476031,76.0
824114,543243,2026-05-18,"Gray, Sonny",9,12,80,87.99125000000001,2534.0,0.15,2.6,0.08156642640513609,86.81702434125015,74.2
824759,543243,2026-05-24,"Gray, Sonny",4,6,75,86.57733333333334,2462.9733333333334,0.08,4.0,0.09601087084958052,87.1279410079168,72.2
824431,543243,2026-05-30,"Gray, Sonny",7,13,92,87.3141304347826,2519.641304347826,0.14130434782608695,4.6,0.09050549450549451,87.0735152014652,68.6
823538,543243,2026-06-05,"Gray, Sonny",3,6,79,87.72784810126582,2427.9113924050635,0.0759493670886076,5.6,0.1087663640707119,87.04334128842171,79.0
824752,543243,2026-06-12,"Gray, Sonny",7,10,88,87.98636363636363,2462.8522727272725,0.11363636363636363,5.8,0.11252766605986197,87.18262519438917,80.8
824748,543243,2026-06-18,"Gray, Sonny",4,5,89,87.74943820224719,2487.741573033708,0.056179775280898875,6.0,0.11217801571021162,87.51938510114908,82.8
824340,543243,2026-06-23,"Gray, Sonny",11,16,93,88.35806451612902,2463.2795698924733,0.17204301075268819,5.0,0.09341397076639141,87.47102274159852,84.6
824744,543243,2026-06-28,"Gray, Sonny",9,14,97,88.43092783505153,2511.443298969072,0.14432989690721648,6.4,0.11182257291692906,87.82716897815766,88.2
824012,543243,2026-07-04,"Gray, Sonny",7,7,70,86.71285714285713,2552.1285714285714,0.1,6.8,0.11242768273315495,88.05052845821145,89.2
823604,543243,2026-07-10,"Gray, Sonny",3,1,91,87.50989010989011,2445.3076923076924,0.01098901098901099,7.6,0.11723780931543344,87.8475302665297,87.4
