game_pk,pitcher_id,game_date,pitcher_name,home_away,team_id,team_name,opponent_id,opponent_name,strikeouts,swinging_strikes,total_pitches,avg_velocity,avg_spin_rate,swstr_pct,opponent_k_rate,rolling_k,rolling_swstr,rolling_velocity,rolling_pitches
825063,518876,2026-07-04,"Kelly, Merrill",home,109,Arizona Diamondbacks,158,Milwaukee Brewers,6,12,92,90.87826086956521,2350.5760869565215,0.13043478260869565,0.21022896223609872,2.8,0.061092818279725306,89.48392906609818,87.2
823277,518876,2026-07-09,"Kelly, Merrill",away,109,Arizona Diamondbacks,135,San Diego Padres,6,12,94,89.92446808510638,2309.6170212765956,0.1276595744680851,0.2280908822661552,3.2,0.06365036303675856,89.75016947530534,88.6
825060,518876,2026-07-17,"Kelly, Merrill",home,109,Arizona Diamondbacks,138,St. Louis Cardinals,3,9,87,89.40574712643678,2364.103448275862,0.10344827586206896,0.20410458251335395,4.2,0.08647957522767287,90.02154957881311,92.6
825055,518876,2026-07-22,"Kelly, Merrill",home,109,Arizona Diamondbacks,133,Athletics,3,6,87,89.62528735632183,2308.402298850575,0.06896551724137931,0.22693395014135184,4.0,0.09126013949099573,89.933153549555,92.4
823353,518876,2026-07-27,"Kelly, Merrill",away,109,Arizona Diamondbacks,134,Pittsburgh Pirates,6,11,93,88.3537634408602,2282.6021505376343,0.11827956989247312,0.2416526543358155,4.2,0.09255324293927161,89.90008602081937,90.6
824404,518876,2026-08-02,"Kelly, Merrill",away,109,Arizona Diamondbacks,114,Cleveland Guardians,5,11,96,87.58749999999999,2317.7291666666665,0.11458333333333333,0.22116301239275502,4.8,0.10975754401454044,89.6375053756581,90.6
825051,518876,2026-08-07,"Kelly, Merrill",home,109,Arizona Diamondbacks,119,Los Angeles Dodgers,4,10,80,90.20375,2375.6,0.125,0.20457634798368826,4.6,0.10658725415946795,88.97935320174504,91.4
825047,518876,2026-08-12,"Kelly, Merrill",home,109,Arizona Diamondbacks,115,Colorado Rockies,2,5,71,87.84929577464789,2270.2535211267605,0.07042253521126761,0.22572178477690288,4.2,0.10605533926585094,89.03520958472377,88.6
824723,518876,2026-08-18,"Kelly, Merrill",away,109,Arizona Diamondbacks,111,Boston Red Sox,2,7,86,90.05813953488372,2269.8837209302324,0.08139534883720931,0.21512852928782134,4.0,0.09945019113569067,88.72391931436599,85.4
824934,519242,2026-04-26,"Sale, Chris",home,144,Atlanta Braves,143,Philadelphia Phillies,9,12,100,88.054,2301.51,0.12,0.21262135922330097,5.8,0.11862580438801137,86.77230321272279,88.4
824365,519242,2026-05-02,"Sale, Chris",away,144,Atlanta Braves,115,Colorado Rockies,11,19,102,89.53823529411764,2275.098039215686,0.18627450980392157,0.24641148325358853,6.4,0.12217125893346589,86.66673957635916,90.8
823957,519242,2026-05-08,"Sale, Chris",away,144,Atlanta Braves,119,Los Angeles Dodgers,7,16,102,89.24117647058824,2251.7450980392155,0.1568627450980392,0.20473537604456823,8.0,0.13664135076766795,87.68552587568902,95.4
824926,519242,2026-05-14,"Sale, Chris",home,144,Atlanta Braves,112,Chicago Cubs,8,14,100,88.04700000000001,2270.72,0.14,0.205204021289178,8.0,0.13684506861844462,88.19869623474173,100.4
823866,519242,2026-05-20,"Sale, Chris",away,144,Atlanta Braves,146,Miami Marlins,8,17,96,87.21458333333334,2374.4375,0.17708333333333334,0.21513513513513513,8.4,0.14835022325761987,88.12974571927782,101.0
824757,519242,2026-05-28,"Sale, Chris",away,144,Atlanta Braves,111,Boston Red Sox,8,16,96,89.22812499999999,2266.4270833333335,0.16666666666666666,0.2192251103482099,8.6,0.15604411764705883,88.41899901960785,100.0
824919,519242,2026-06-04,"Sale, Chris",home,144,Atlanta Braves,141,Toronto Blue Jays,6,13,108,88.85277777777777,2384.0,0.12037037037037036,0.192573402417962,8.4,0.16537745098039217,88.65382401960785,99.2
